smiles,solubility
CC(C)CBr,-2.43
CCI,-1.6
CCCCCCBr,-3.81
CCCC(C)C,-3.74
BrC(Br)Br,-1.91
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.2200000000000002
CC(C)Br,-1.59
CC(C)CC(C)(C)C,-4.74
CCC,-1.94
CCOC=C,-0.8500000000000001
CCC#C,-1.24
CCCCC(C)(O)CC,-1.6
CC#N,0.26000000000000023
ClCC(Cl)(Cl)Cl,-2.18
CCCCO,0.0
CC(C)CCO,-0.5100000000000002
CC(=C)C,-2.33
CC(=C)C(=C)C,-2.4
CCCI,-2.29
CCCO,0.6200000000000001
CCCC(C)O,-0.29000000000000004
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92
CCC(C)CCO,-0.71
CCCCI,-2.96
CCCCCCCC(=O)OCC,-3.39
CCSSCC,-2.42
CCOCCOCC,-0.77
CCCCCC=C,-3.73
CCCCN(CC)C(=O)SCCC,-3.53
CCCCOC=O,-1.37
BrC(Cl)Cl,-1.54
CBr,-0.79
CC(C)C=C,-2.73
CC,-1.36
CC(=O)N,1.5799999999999996
CC(O)C(C)(C)C,-0.6200000000000001
CCCC(=O)OCC,-1.36
CCCCCCCCCO,-3.01
BrCBr,-1.17
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22
CCCCCl,-2.03
CCNC(=S)NCC,-1.46
CCCCC(=O)OC,-1.34
CCCCCOC(=O)CC,-1.28
CCBr,-1.09
CCC#CCC,-1.99
CCC(=C)C,-2.73
CCOC(C)OCC,-0.43000000000000016
CCCCOCCO,-0.41999999999999993
ClCCCCl,-1.62
CC(C)C(C)C,-3.65
CCC=C,-1.94
FC(F)(Cl)C(F)(Cl)Cl,-3.04
CCC#N,0.2799999999999998
OCC(O)CO,1.12
CCCCOC,-0.99
CN(C)C(=O)C,1.1099999999999999
C=C,-0.3999999999999999
CC(C)(C)CCO,-0.5
CC(C)SC(C)C,-2.24
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
CCCC(C)(C)CO,-1.52
CCCOC,-0.3900000000000001
CC(C)OC(=O)C,-0.5500000000000003
ClC=C,-1.75
BrC(Br)(Br)Br,-3.14
CCCCCCCCC,-5.88
CCCCCC(C)C,-5.08
CCC(O)C(C)C,-0.6999999999999997
CCCCCCC,-4.53
CCCCCC(=O)C,-1.45
COP(=O)(NC(C)=O)SC ,0.54
CCCCSP(=O)(SCCCC)SCCCC,-5.14
CC=C(C)C,-2.56
CCCC(C)(O)CC,-0.9800000000000002
CCCCCCCC,-5.24
CCC=O,0.5800000000000001
ClC(Cl)Cl,-1.17
CCCCC(CC)C=O,-2.13
CCC(CC)C=O,-1.52
CCCOCCC,-1.62
CCCCCCCCCCCCCCO,-5.84
NC(=O)N,0.96
CCCC#C,-1.64
CCCCCCCCCCCCCCCCCCO,-8.4
CC(C)CCOC=O,-1.52
CCOP(=O)(OCC)OCC,0.43000000000000016
CC(C)N(=O)=O,-0.6200000000000001
OCC(O)C(O)CO,0.6999999999999997
CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999998
CCC(C)C(C)C,-4.28
CCCCCC#C,-3.01
ClCC(C)C,-2.0
CCCCCCCCCCCC(=O)OC,-4.69
CCCSCCC,-2.58
CCCCCBr,-3.08
CCCC/C=C/C,-3.82
CC(Cl)(Cl)Cl,-2.0
CCOCC,-0.08999999999999986
COCOC,0.48
CCC(C)O,0.4700000000000002
C=CCS(=O)SCC=C,-0.8300000000000001
CC(C)COC=O,-1.01
CCCCCC,-3.84
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28
CC(C)CC(C)(C)O,-0.9199999999999999
CCC(C)(C)C,-3.55
C=CCC=C,-2.09
CCCCCC(O)CC,-1.98
CCCC(C)CO,-1.11
CCCCC(C)(C)O,-1.08
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19
CCOC(=O)CC,-0.6600000000000001
NC(N)=NC#N ,-0.31000000000000005
ClC(Cl)(Cl)N(=O)=O,-2.0
CCCCCCC(=O)OCC,-2.74
COC(=O)C,0.45999999999999996
CCCC(O)C=C,-0.5899999999999999
CCCCOCCCC,-1.85
CCCCCCCCCCCCO,-4.8
CCCC(C)(C)O,-0.48999999999999977
CCCCCC(C)(C)O,-1.72
C,-0.8999999999999999
CCC(C)C(=O)C,-0.6699999999999999
CN(=O)=O,0.26000000000000023
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88
C=CCCC=C,-2.68
CCCCC=C,-3.23
CCCCCCCC(=O)C,-2.58
C#C,0.29000000000000004
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518
CC(Cl)CCl,-1.6
CCCC=C(CC)C=O,-2.46
CCOP(=S)(OCC)SCCSCC,-4.23
CCCCCCCCCCCCCCCO,-6.35
CC(C)I,-2.09
CC(C)C(=O)C,-0.1200000000000001
CCCCCCCCCCCCCCCC,-8.4
CCCCCCC(=O)C,-2.05
CCCCCCCCC(=O)OC,-3.38
CCO,1.1
CCCCCCCCBr,-5.06
CCC(O)CC,-0.23999999999999977
CC(C)CCCO,-1.14
CCC(C)(C)O,0.1499999999999999
CCOC=O,0.1499999999999999
CCCCS,-2.18
ClC(=C(Cl)Cl)Cl,-2.54
CCC(=O)CC,-0.2799999999999998
C=CC#N,0.1499999999999999
CCCCC(=O)C,-0.8000000000000003
CCCCC(C)CC,-5.16
BrCCBr,-1.68
COC(=O)C=C,-0.2200000000000002
CCC(O)(CC)CC,-0.8500000000000001
CC(C)C(=O)C(C)C,-1.3
CSSC,-1.44
CCCCC(O)CC,-1.47
CCCCC(CC)CO,-2.11
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.2860000000000005
CN(C)C(=S)SSC(=S)N(C)C ,-3.9
CCCCCCCCCCO,-3.63
CCC(C)(C)CC,-4.23
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.1439999999999997
CCCC=O,-0.009999999999999787
CCCC,-2.57
ClC(Cl)C(Cl)(Cl)Cl,-2.6
CC(C)CO,0.10000000000000009
ICI,-2.34
CCCC(O)CCC,-1.4
CCCCCOC(=O)C,-1.89
FC(F)(Cl)C(F)(F)Cl,-2.74
CC=CC=O,0.31999999999999984
CN(C)C(=O)N(C)C ,0.94
CCN(CC)C(=S)SCC(Cl)=C,-3.39
ClCC,-1.06
CC/C=C\C,-2.54
CNC(=O)ON=C(CSC)C(C)(C)C ,-1.62
CCCCCCCCCCCCCCCCCCCC,-8.172
CCC(CC)CO,-1.17
Cl\C=C/Cl,-1.3
CC(C)CC(C)O,-0.8000000000000003
CC(C)(C)CO,-0.3999999999999999
CC=C,-1.08
CCCCCCC(C)O,-2.09
CC(C)COC(=O)C,-1.21
CC(C)C(C)(C)C,-4.36
FC(F)(F)C(Cl)Br ,-1.71
CNC(=O)ON=C(SC)C(=O)N(C)C,0.10599999999999987
CCSCCSP(=S)(OC)OC,-3.091
CCC(C)C,-3.18
N#Cc1ccccc1,-1.0
CCOc1ccc(NC(=O)C)cc1,-2.35
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-5.47
CCc1ccc(CC)cc1,-3.75
CN(C)C(=O)SCCCCOc1ccccc1,-3.927
CC(=O)Nc1ccc(Br)cc1,-3.083
Cc1ccccc1O,-0.6200000000000001
Nc1ccc(O)cc1,-0.8000000000000003
Cc1ccc(C)cc1,-2.77
CCc1ccccc1CC,-3.28
O=N(=O)c1c(Cl)c(Cl)ccc1,-3.48
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,-5.64
CC(C)c1ccccc1,-3.27
Oc1ccccc1N(=O)=O,-1.74
Oc1c(I)cc(C#N)cc1I,-3.61
c1ccccc1O,0.0
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-4.432
CCCCCCc1ccccc1,-5.21
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65
Oc1cccc(c1)N(=O)=O,-1.01
CCSCc1ccccc1OC(=O)NC ,-2.09
CC(C)(C)c1ccc(O)cc1,-2.41
Clc1cccc(I)c1,-3.55
Cc1cccc(C)c1,-2.82
Oc1cccc(O)c1,0.81
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.62
Cc1ccc(Cl)cc1,-3.08
CCCCOC(=O)c1ccc(N)cc1,-3.082
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-6.124
Clc1ccc(Cl)c(Cl)c1Cl,-4.57
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.752000000000001
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63
Nc1ccccc1O,-0.7200000000000002
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,-1.601
CNC(=O)Oc1ccccc1OC(C)C,-2.05
Cc1ccccc1Cl,-3.52
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.862
Fc1ccccc1,-1.8
Cc1cc(C)c(C)c(C)c1C,-4.0
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.736000000000001
Cc1ccc(cc1N(=O)=O)N(=O)=O,-2.82
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57
NC(=S)Nc1ccccc1,-1.77
Oc1ccc(Cl)cc1,-0.6999999999999997
Cc1cccc(N)c1,-0.8500000000000001
CCOC(=O)c1ccc(N)cc1,-2.616
Clc1ccc(Cl)c(Cl)c1,-3.59
Oc1ccccc1O,0.6200000000000001
Cc1ccccc1Br,-2.23
CCNc1ccccc1,-1.7
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89
Brc1cc(Br)c(Br)cc1Br,-6.98
COc1ccc(Cl)cc1,-2.78
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-4.04
NC(=O)c1ccccc1O,-1.82
Cc1ccccc1N(=O)=O,-2.33
CCc1ccccc1C,-3.21
CCCCOC(=O)c1ccccc1C(=O)OCCCC ,-4.4
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,-4.02
COc1ccc(cc1)N(=O)=O,-2.41
Nc1ccc(cc1)S(N)(=O)=O,-1.34
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194
Clc1cccc(Cl)c1Cl,-4.0
O=N(=O)c1cc(Cl)c(Cl)cc1,-3.2
CCOc1ccc(NC(N)=O)cc1,-2.17
COc1ccc(C=CC)cc1,-3.13
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-3.22
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2
CC(C)c1ccccc1C,-3.76
Nc1cccc(Cl)c1,-1.37
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43
Cc1cccc(O)c1,-0.6800000000000002
O=N(=O)c1ccc(cc1)N(=O)=O,-3.39
CN(C)C(=O)Nc1ccccc1,-1.6
ClCc1ccccc1,-2.39
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924
CC(=O)Nc1ccc(F)cc1,-1.78
CCc1cccc(CC)c1N(COC)C(=O)CCl ,-3.26
Clc1ccc(cc1)N(=O)=O,-2.92
Clc1ccccc1N(=O)=O,-2.55
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77
O=N(=O)c1ccccc1,-1.8
Ic1ccccc1,-3.01
COc1ccccc1OCC(O)COC(N)=O,-0.9849999999999999
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-4.19
Oc1cccc(Cl)c1Cl,-1.3
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0
Cc1ccc(N)cc1,-1.21
c1ccccc1(OC(=O)NC),-1.803
Cc1cccc(C)c1C,-3.2
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36
Oc1c(Br)cc(C#N)cc1Br ,-3.33
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28
NC(=O)NCc1ccccc1 ,-0.95
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,-2.154
Oc1ccc(cc1)N(=O)=O,-0.7399999999999998
Nc1ccccc1N(=O)=O,-1.96
Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0
c1(Br)c(Br)cc(Br)cc1,-4.5
c1(O)c(C)ccc(C(C)C)c1,-2.08
CN(C)C=Nc1ccc(Cl)cc1C,-2.86
Nc1ccc(cc1)N(=O)=O,-2.37
Clc1ccccc1,-2.38
Brc1ccc(I)cc1,-4.56
CCCCCc1ccccc1,-4.64
Oc1ccc(Cl)c(Cl)c1,-1.25
CCN(CC)c1ccccc1,-3.03
Fc1cccc(F)c1,-2.0
CC(C)(C)Cc1ccccc1,-4.15
Clc1ccccc1I,-3.54
Cc1cccc(C)c1O,-1.29
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-2.73
OCc1ccccc1,-0.3999999999999999
Oc1ccc(Br)cc1,-1.09
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89
Brc1ccc(Br)cc1,-4.07
Clc1ccc(Cl)cc1,-3.27
Clc1cc(Cl)cc(Cl)c1,-4.48
O=Cc1ccccc1,-1.19
NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,-1.99
COC(=O)c1ccc(O)cc1,-1.827
Cc1ccc(O)c(C)c1,-1.19
Clc1cccc(c1)N(=O)=O,-2.77
FC(F)(F)c1ccccc1,-2.51
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144
COC(=O)c1ccccc1C(=O)OC,-1.6599999999999997
Clc1cc(Cl)c(Cl)cc1Cl,-5.56
Nc1ccccc1Cl,-1.52
COc1cccc(Cl)c1,-2.78
Oc1ccc(C=O)cc1,-0.96
Fc1ccccc1Br,-2.7
Oc1ccc(Cl)cc1Cl,-1.55
Cc1ccccc1N,-2.21
c1(OC)ccc(CC=C)cc1,-2.92
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93
Clc1ccccc1Cl,-3.05
Nc1cccc(c1)N(=O)=O,-2.19
Oc1cc(Cl)cc(Cl)c1Cl,-2.67
Nc1ccccc1,-0.41000000000000014
Brc1cc(Br)cc(Br)c1,-5.6
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72
COc1cc(CC=C)ccc1O,-1.56
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-5.82
COC(=O)c1cc(O)c(O)c(O)c1 ,-1.24
Fc1cccc(Br)c1,-2.67
Clc1ccc(Br)cc1,-3.63
COc1ccccc1N(=O)=O,-1.96
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-3.38
COc1ccccc1O ,-1.96
Oc1ccc(Cl)c(Cl)c1Cl,-2.67
COc1ccccc1,-1.85
CCc1ccc(C)cc1,-3.11
O=N(=O)c1cccc(c1)N(=O)=O,-2.29
Nc1ccc(Cl)cc1,-1.6599999999999997
CC(C)(C)c1ccccc1,-3.66
Brc1ccccc1,-2.55
CCOC(=O)c1ccc(O)cc1,-2.35
COC(=O)c1ccccc1,-1.85
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8
Oc1ccccc1Cl,-1.06
CCOc1ccccc1,-2.33
CCOC(=O)C=Cc1ccccc1,-3.0
Cc1ccc(cc1)S(=O)(=O)N,-1.74
CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3
Cc1ccc(C)c(C)c1,-3.31
Oc1cc(Cl)c(Cl)cc1Cl,-2.21
NNc1ccccc1,0.06999999999999984
Oc1c(Cl)ccc(Cl)c1Cl,-2.64
Brc1cccc(Br)c1,-3.54
CC(=O)Nc1ccccc1,-1.33
CC(=O)c1ccccc1,-1.28
CCCOC(=O)c1ccc(N)cc1,-2.452
CCOC(=O)c1ccccc1,-2.32
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57
Cc1ccc(Br)cc1,-3.19
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53
Cc1cc(C)c(O)c(C)c1,-2.05
c1ccccc1,-1.64
Clc1ccc(I)cc1,-4.03
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564
CC(C)N(C(=O)CCl)c1ccccc1 ,-2.48
C=Cc1ccccc1,-2.82
Cc1ccccc1C,-2.8
Oc1ccc(O)cc1,-0.16999999999999993
c1(O)cc(O)ccc1CCCCCC,-2.59
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1
Clc1cccc(Cl)c1,-3.04
c1ccccc1SC,-2.39
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.959999999999999
Cc1cc(C)cc(O)c1,-1.4
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37
CC(=O)Nc1ccc(Cl)cc1,-2.843
CNc1ccccc1,-1.28
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456
Oc1cccc(Cl)c1,-0.6999999999999997
Clc1cccc(Br)c1,-3.21
OCCOc1ccccc1,-0.6999999999999997
CCc1ccccc1,-2.77
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9
COc1ccc(C=O)cc1,-1.49
CC(=O)Nc1ccc(cc1)N(=O)=O,-2.692
CC(=O)Nc1ccc(O)cc1,-1.03
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84
Cc1c(C)c(C)c(C)c(C)c1C,-5.23
CC(C)c1ccc(C)cc1O,-2.22
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.66
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38
CC(O)c1ccccc1,-0.9199999999999999
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-6.6370000000000005
Cc1cc(C)cc(C)c1,-3.4
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,-5.115
O=N(=O)c1ccccc1N(=O)=O,-3.1
Fc1ccc(F)cc1,-1.97
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83
Cc1ccc(cc1)N(=O)=O,-2.49
Cc1ccc(O)cc1,-0.73
CN(C)c1ccccc1,-1.92
CNC(=O)Oc1ccccc1C(C)C,-2.863
COc1ccccc1Cl,-2.46
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09
CC(C)c1ccc(C)cc1,-3.77
Oc1c(Cl)cccc1Cl,-1.79
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.111
Brc1ccccc1Br,-3.5
Oc1c(Cl)cc(Cl)cc1Cl,-2.34
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16
Cc1ccc(O)cc1C,-1.38
Sc1ccccc1,-2.12
CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004
NC(=O)c1ccccc1,-0.96
Clc1ccccc1Br,-3.19
Oc1cc(Cl)cc(Cl)c1,-1.34
Cc1ccccc1,-2.21
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15
COc1ccccc1O,-1.96
CCOC(=O)c1ccccc1C(=O)OCC,-2.35
CC(C)Cc1ccccc1,-4.12
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37
CCCc1ccccc1,-3.37
Cc1cc(C)c(C)cc1C,-4.59
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.24
CCCCc1ccccc1,-4.06
N#Cc1ccccc1C#N,-2.38
Cc1cccc(c1)N(=O)=O,-2.44
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl,-7.32
Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,-7.43
c1c(Cl)cccc1c2ccccc2,-4.88
Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-8.6
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-9.15
Clc1ccccc1c2ccccc2Cl ,-5.27
Clc1cccc(c1)c2cc(Cl)ccc2Cl ,-6.01
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-7.25
Clc1ccccc1c2ccccc2,-4.54
Clc1ccc(cc1)c2ccccc2Cl ,-5.28
Clc1ccc(cc1)c2ccc(Cl)cc2 ,-6.56
Cc1ccc(cc1)c2ccccc2,-4.62
Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16
Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-7.209999999999999
Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29
Clc1ccc(cc1Cl)c2ccccc2 ,-6.39
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.279999999999999
Oc1ccc(cc1)c2ccccc2,-3.48
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,-6.57
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.799999999999999
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,-8.01
Nc1ccc(cc1)c2ccc(N)cc2,-2.7
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-11.6
Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,-6.47
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.42
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.82
c1ccc(cc1)c2ccccc2,-4.345
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,-8.71
